,train_loss,val_loss,val_dice
0,0.44005173444747925,0.4996656207131668,0.9218333784123541
1,0.43076837559541065,0.49921146841116354,0.9285399160754513
2,0.429519838343064,0.4980418709382205,0.941024603474308
3,0.4289831804732482,0.4979875234231143,0.9430024203280328
4,0.42911486824353534,0.4976809988559132,0.9418906383111443
5,0.42879826202988625,0.4976916185567077,0.9426205429392801
6,0.42873572061459225,0.4983432805454227,0.9419380630405856
7,0.42838170131047565,0.4977080479054384,0.9425692870583333
8,0.42809773857394856,0.4975315319400438,0.9425158912027386
9,0.428444467484951,0.49756003609845334,0.9428260245793302
10,0.42807160938779515,0.49753262853958236,0.9433947892256186
11,0.4282999125619729,0.4974553495645523,0.94327040155169
12,0.42880089208483696,0.4978808478990071,0.9426256434178688
13,0.4282848723232746,0.4977303639683925,0.9432332284853492
14,0.4281102940440178,0.49746004578093406,0.9432104933429771
15,0.4282023062308629,0.49734833311866705,0.943345871106
16,0.4286620231966178,0.4971198537819822,0.9445305692477965
17,0.42896904175480205,0.4972748405496839,0.9437012040279281
18,0.42780212064584094,0.49746611030168936,0.943521261634961
19,0.42791329324245453,0.49782464126466025,0.9440506248406961
20,0.4286453152696292,0.4971362854393435,0.943644683965495
21,0.42790021498998004,0.49737250872061284,0.9441603535497692
22,0.4283163323998451,0.49726990003820876,0.9446560809310054
23,0.4279966540634632,0.4973870943549653,0.9445116174053139
24,0.42770038669308025,0.49721394365941973,0.9446477181474927
25,0.4278566688299179,0.49733114985513016,0.9447809653382906
26,0.4278680607676506,0.49702603598715556,0.9458668740702347
27,0.42785366127888363,0.49700245576005586,0.9449966028542586
28,0.42804859578609467,0.4969970936086816,0.9456884435364897
29,0.42816316708922386,0.49703576086272655,0.9452919746788455
30,0.4283788514633973,0.4971847966523238,0.9454376705935303
31,0.42799172922968864,0.49726664428140077,0.9452900853795065
32,0.42813248932361603,0.49704943462996415,0.9451667307967871
33,0.4274799699584643,0.49714672288424533,0.9448588725546716
34,0.42836856469511986,0.4972541707922036,0.9452457833458
35,0.4279805396993955,0.49699712101842314,0.945336656335374
36,0.42751529564460117,0.49694478054281693,0.9443683563823432
37,0.4279081126054128,0.49672474038433023,0.9461336175320854
38,0.42786069586873055,0.49677587781153937,0.9451776435677435
39,0.42772779365380603,0.49681812776646145,0.944721233005255
40,0.4274967350065708,0.49704743699288706,0.9452435882158683
41,0.4276888569196065,0.49722723914703854,0.9451479902569677
42,0.42756595462560654,0.49711519253086034,0.9466248076566508
43,0.42762748897075653,0.4969928008150047,0.9466923322476132
44,0.42779873808224994,0.49720183539558466,0.9461142152967588
45,0.4281540314356486,0.49690286336650313,0.9453428823343465
46,0.4277411811053753,0.49689293163762965,0.9461583201314362
47,0.4276140481233597,0.49692740268270735,0.9456975041140973
48,0.42775768662492436,0.496869904726324,0.9459596189814554
49,0.4279061183333397,0.4968755157061026,0.9467529972674141
50,0.42809064189593,0.49669159025373594,0.9451872811351024
51,0.4273410017291705,0.497128517610926,0.9463526960829614
52,0.4278414100408554,0.49691454277072156,0.9471164446481517
53,0.4274233741064866,0.4968213445703748,0.94711930944886
54,0.4275137757261594,0.4967221849820983,0.9461780874661996
55,0.42762600630521774,0.4967051107279012,0.9467424590822676
56,0.4281781141956647,0.4966562991830665,0.9469703415749778
57,0.42759083956480026,0.49683992228877377,0.947602301500213
58,0.42750101784865063,0.496916838221147,0.9467661928123152
59,0.4277011627952258,0.49658699488975633,0.9463765397038258
60,0.4271379013856252,0.4968351315024873,0.9477229470938024
61,0.42785599703590077,0.4967722533874109,0.946945721330777
62,0.427391445885102,0.496827904733134,0.9472996606793203
63,0.42747655262549716,0.49663469405241417,0.9482612718159045
64,0.4278106987476349,0.4965732857794829,0.9475700504343275
65,0.4274730595449607,0.49655531884079246,0.9479177306235677
66,0.4274154951175054,0.49674306801507173,0.9465738494631271
67,0.42746206372976303,0.4965479896102153,0.9483894263354825
68,0.4273013385633628,0.49662863964765847,0.9466895337675659
69,0.427128691226244,0.49658356804243275,0.9482669298917474
70,0.4269515685737133,0.49661931492073436,0.9476836469811453
