,train_loss,val_loss,val_dice
0,0.5695261657238007,0.8102772899076972,0.435694755886642
1,0.4293605300287406,0.5006711447742623,0.37730950862169266
2,0.3930934431652228,0.4383137660337166,0.43583442524705135
3,0.3751291905840238,0.3276385464298893,0.6176199358533806
4,0.3676542577644189,0.39058056662619955,0.5928133449504073
5,0.3633953705430031,0.5125209127093705,0.5623180367577244
6,0.35751234243313473,0.4229201443178553,0.5693721751931687
7,0.35459351415435475,0.42211475439474616,0.5949040167768237
8,0.3505009685953458,0.4175384678471256,0.5700284034433499
9,0.34705838312705356,0.3553576620112003,0.6171980692047468
10,0.34645156438151997,0.3278342477872338,0.6300413433934601
11,0.34636777142683667,0.3426061904346439,0.6227453731315237
12,0.3430274923642476,0.38723460889198413,0.5851573715747242
13,0.34151431793967885,0.34476421189979767,0.6196266949176789
14,0.34078262746334076,0.3129284530878067,0.6416036813191964
15,0.34017577891548473,0.3634847168351563,0.6138325861642059
16,0.3385876218477885,0.33320551040306895,0.6322400517027144
17,0.33759601165850955,0.3608386663064151,0.6218837648210391
18,0.33597374459107715,0.32313653406962545,0.6346607012647978
19,0.3352523297071457,0.33474132313694754,0.6228195918277956
20,0.33404722685615224,0.3319602311077252,0.620830699381694
21,0.33299074942866963,0.33636541270034415,0.623106474104062
22,0.331525066246589,0.36591646192779004,0.608279395691106
23,0.3310268645485242,0.3115847307191768,0.6335939152979515
24,0.3297451175749302,0.3503596073724854,0.6235152363777161
25,0.3283601676424344,0.3562370737673531,0.6156355724368296
26,0.32856688524285954,0.32392968430485525,0.6237121152206206
27,0.3274015039205551,0.3317466244731151,0.6286697178659305
28,0.325335996846358,0.354108092524636,0.6163321656240544
29,0.3244841992855072,0.3087261655381028,0.6392531034812121
30,0.3235250649352868,0.3400379007551032,0.6168741083480942
31,0.32293232282002765,0.32463786001776307,0.6270404963426187
32,0.32227976620197296,0.33014719989937796,0.6289676990307552
33,0.32098881155252457,0.3389076482242262,0.6198674700629543
34,0.32017751410603523,0.33338499253904313,0.6204230091521438
35,0.31939151758948964,0.3116628390802464,0.6448613523597448
